Item,Transaction,Kuantitas
LEMARI PIRING SLIDING PLUS LACI 6P,194,1 
STAN HANGER TOPI,195,1 
MAWAR LAUNDRY REFILL,196,1 
BABY WALKER 89,196,1 
"OILPOTS STAINLESS 1,3L",196,1 
PANCI GORENG SARANGAN,196,1 
PANCI KUAH AXLO 22CM,197,1 
CUTER TRANSPARAN,198,1 
CUTER TRANSPARAN,199,1 
CUTER TRANSPARAN,200,1 
SPREI MY LOVE 180 30CM,200,1 
KARTU MEMBER,201,1 
TREMOS SOLARIS LION STAR,202,3 
PANCI SUSU TUTUP 16,203,1 
CUTER TRANSPARAN,204,1 
SPREI MY LOVE 180 30CM,205,1 
SPREI LADY ROSE 180x20,206,1 
TEPUNG IRUT,207,1 
RAK BUKU GSF,208,1 
CUTER TRANSPARAN,209,1 
TREMOS INDOGLASS 750ML,210,1 
KESED 5D DIATOMITE,211,5 
BLENDER KAPSUL,211,1 
TEKO VACUM,211,2 
GAGANG SUPERMOP,212,1 
SPRINGBED BIGDREAM 180,212,1 
KARTU MEMBER,213,1 
KIPAS WELHOME BERDIRI 1681,214,1 
WAJAN KUPING ENAMEL,214,1 
MAWAR LAUNDRY REFILL,214,1 
MASKER DUCKBIL ANAK,215,5 
SPREI MY LOVE 180 30CM,216,1 
TEKO SET JAGO,216,1 
TIMBANGAN DAPUR KENMASTER,216,1 
TEFLON GSF 22CM,217,1 
BUSA ROYAL 120x20,219,1 
MAWAR LAUNDRY REFILL,219,1 
SPRINGBED VALENCIA,220,1 
BONEKA BOBA LED XL,221,1 
BONEKA BOBA LED XL,222,1 
SIRUP ABC DUS,222,1 
BOTOL KACA KAKTUS,222,2 
RACUN TIKUS,223,1 
TABLET LCD,223,2 
RACUN TIKUS,223,1 
KANEBO BIRU,223,1 
SAMBUNGAN KRAN,224,1 
DIPAN SULTAN,225,1 
BUSA MEDICARE 120,225,1 
SPREI LADY ROSE 120X20,226,1 
KARPET SPONS MURAH,227,2 
PISAU SULTAN,227,1 
RAK KAMAR MANDI KOTAK,228,1 
KURSI JATI FINISHING MELING,228,1 
KIPAS WELHOME BERDIRI 1681,229,1 
KOMPOR PORTABLE MYVO,230,1 
SIRUP ABC DUS,230,1 
CUTER TRANSPARAN,231,1 
TATAKAN KOMPOR KAKI 6,231,1 
PANGGANGAN PORTABEL,231,1 
LOYANG ROTI 3PCS,232,1 
SPREI LADY ROSE 120X20,232,1 
BOTOL KACA KAKTUS,233,2 
PISAU SULTAN,234,2 
SPREI LADY ROSE 180x20,235,2 
KOMPOR MIYAKO KG-11C,237,1 
GELAS JUS PORTO,237,1 
MANTEL PONCO AURORA,237,1 
NAMPAN 4 SEDENG,238,1 
TREMOS SOLARIS LION STAR,238,1 
CANGKIR SET BROWN,238,1 
CANGKIR LEPEK ROSE,238,1 
SPREI MY LOVE 180 30CM,239,1 
SIRUP ABC DUS,239,1 
TABLET LCD,240,1 
SARUNG SAMARINDA,241,2 
TABLET LCD,241,1 
SIRUP ABC DUS,242,10 
CUTER TRANSPARAN,242,2 
SIRUP ABC DUS,242,2 
JAM DINDING ANGKA,243,1 
LEMARI PIRING ALUMINIUM 6P WARNA,243,2 
MASKER DUCKBIL ANAK,243,1 
BONEKA BOBA LED XL,244,1 
JAM DINDING ANGKA,244,2 
SIRUP ABC DUS,244,2 
SPREI BONITA 160X20,244,1 
BOTOL KACA KAKTUS,245,1 
HANDUK MICRO FIBER,246,1 
CUTER TRANSPARAN,247,1 
SPRITE/COCA COLA/fFANTA 1 KRAT,247,1 
DIPAN SULTAN,248,8 
NAMPAN 4 SEDENG,248,4 
SPRITE/COCA COLA/fFANTA 1 KRAT,249,2 
JAM DINDING ANGKA,249,2 
CUTER TRANSPARAN,249,1 
TOPRON,250,1 
MEJA BELAJAR IMPOR KARAKTER,250,2 
KARTU MEMBER,251,1 
CUTER TRANSPARAN,251,1 
KESED 5D DIATOMITE,252,1 
POMPA GALON ELEKTRIK GSF,253,1 
TIRAI MAGNET ANTI NYAMUK,253,1 
BOX 156 SL,253,1 
DOUBLE PAN HAPPY CALL,253,1 
BATU BATRAI DYNAMAX,255,1 
RACUN TIKUS,256,1 
KERANJANG PAJERO WARNA,257,1 
TAPLAK MEJA EMAS,257,4 
RACUN TIKUS,258,1 
SIRUP ABC DUS,258,1 
TABLET LCD,259,1 
MEJA BELAJAR JUMBO+ KURSI APANEL,260,1 
SIRUP ABC DUS,261,1 
PISAU SULTAN,262,1 
JAM DINDING ANGKA,263,1 
PIRING ROTAN PLASTIK,263,1 
TALENAN KAYU KCL,263,1 
JEMURAN ALUMINIUM STANDART WARNA,263,1 
PAYUNG 16 JARI,264,1 
CETAKAN PUKIS SUGGO,264,1 
PISAU SULTAN,264,1 
TREMOS INDOGLASS 1000ML,264,1 
PAYUNG PELANGI JUMBO,264,1 
RACUN TIKUS,265,1 
PANCI EAGLE 20 SARANGAN,266,1 
Tanggal,266,1 
RAK MINI SSN 5,266,1 
SAPU TEPES,267,2 
TALENAN KAYU BSR,268,2 
LEMARI PLASTICO 5SSN,269,1 
RAK CHIKI/SNACK JUMBO,270,2 
LAMBAR KACA,270,2 
SELIMUT KARAKTER ANAK,270,5 
HANDUK KARAKTER ANAK,271,1 
PISAU SET GSF,272,1 
TEKO JINNIE AYAM JAGO PURIH DX,273,1 
PRESTO HCML 9 L,274,1 
FRYPAN SET PANCI,276,1 
MUKENA TERUSAN FATIMAH,277,1 
DIPAN 161 MINIMALIS,277,1 
TOPLES 17L,278,3 
RAK SEPATU PORTABLE GENEVA 6SN,278,1 
BOX CONTAINER,278,1 
STIKER MOMO,278,1 
LEMARI PLASTICO 5SSN,279,1 
STIKER MOMO,280,1 
RAK SET GANTUNG 3IN2,280,1 
SPRITE/COCA COLA/fFANTA 2 KRAT,281,1 
NAMPAN 5 SEDENG,282,1 
BANTAL/GULING KARAKTER,282,1 
PEL PELAN NAGOYA,282,1 
EMBER 24 REDHOUSE,282,1 
BOTOL ENJOYLIFE,283,3 
TREMOS ELEPHANT,284,2 
RAK SEPATU PORTABLE GENEVA 6SN,284,1 
POMPA GALON ELEKTRIK GSF,284,1 
GELAS CANTEL JEMPOL,284,1 
GELAS CANTEL POLOS JUMBO,284,1 
SPRINGBED BIGDREAM 181,284,1 
TEPUNG IRUT,285,1 
CUTER TRANSPARAN,286,1 
KARPET SPONS MURAH,286,1 
RACUN TIKUS,286,1 
SELIMUT KARAKTER ANAK,287,1 
KIPAS WELHOME BERDIRI 1682,287,1 
KARPET METERAN,288,1 
LEMARI GMCC TIREX 4SSN,289,1 
CUTER TRANSPARAN,290,1 
KARTU MEMBER,291,1 
TEMPAT TISU KOTAK PANJANG,291,1 
SPREI WATERPROOF 181,292,1 
TIMBANGAN  DIGITAL GSF,292,1 
SETRIKA COSMOS CIS-429,293,1 
LEMARI GMCC TIREX 4SSN,293,1 
MAINAN TARIK,294,1 
BATU BATRAI DYNAMAX,294,3 
SPRITE/COCA COLA/fFANTA 2 KRAT,295,3 
CLUNNY SET,296,1 
PISAU SET GSF,297,1 
GAGANG SUPERMOP,297,1 
PIRING ROTAN PLASTIK,298,2 
TIKAR ISTANA JUMBO,299,1 
KARTU MEMBER,300,1 
RACUN TIKUS,300,1 
RODA KAKI KULKAS,301,5 
SPREI MY LOVE 180 31CM,302,1 
SPRITE/COCA COLA/fFANTA 2 KRAT,302,1 
RANTANG JAGO STENLIS,302,1 
SPRITE/COCA COLA/fFANTA 2 KRAT,303,1 
SPREI MY LOVE 180 31CM,304,2 
MAINAN TARIK,304,1 
KOMPOR 3 TUNGKU HCM STENLIS,305,1 
BATU BATRAI DYNAMAX,306,1 
BOX 157 SL,306,1 
MAWAR LAUNDRY REFILL,306,1 
AGAR-AGAR INACO 2 KG,307,1 
AGAR-AGAR INACO 2 KG,308,1 
SPRITE/COCA COLA/fFANTA 2 KRAT,309,1 
AGAR-AGAR INACO 2 KG,309,1 
KARTU MEMBER,310,1 
RACUN TIKUS,311,1 
SPRITE/COCA COLA/fFANTA 2 KRAT,312,1 
CUTER TRANSPARAN,312,1 
TALENAN KAYU KCL,312,1 
BOX CB 56,312,1 
SPRITE/COCA COLA/fFANTA 2 KRAT,313,1 
JAM DINDING ANGKA,314,1 
BLENDER OMEGA NATIONAL,315,1 
SPRITE/COCA COLA/fFANTA 2 KRAT,315,1 
MASKER DUCKBIL ANAK,316,1 
RAK PIRING EKONOMI BESAR,316,2 
MASKER DUCKBIL ANAK,316,1 
CUTER TRANSPARAN,317,2 
MINYAK KITA 2L,318,1 
MAWAR LAUNDRY REFILL,318,1 
SPRITE/COCA COLA/fFANTA 2 KRAT,318,2 
KIPAS TANGAN GRADASI,319,1 
TREMOS INDOGLASS 501ML,320,1 
KRUPUK KENTANG,321,1 
CUTER TRANSPARAN,321,1 
JAM DINDING ANGKA,321,1 
AGAR-AGAR INACO 2 KG,322,7 
LAMPU LEED 6 WATT,323,2 
RAK COSMIC 4SSN ABU,324,1 
TEETH WHITENING,324,1 
CUTER TRANSPARAN,324,3 
SPRITE/COCA COLA/fFANTA 2 KRAT,324,1 
SPRITE/COCA COLA/fFANTA 2 KRAT,325,1 
RAK PIRING EKONOMI BESAR,325,2 
AGAR-AGAR INACO 2 KG,326,1 
SPRITE/COCA COLA/fFANTA 2 KRAT,327,1 
SPRITE/COCA COLA/fFANTA 2 KRAT,327,1 
TEKO JINNIE AYAM JAGO PURIH DX,328,1 
BOLA MANDI 26,328,1 
AGAR-AGAR INACO 2 KG,329,1 
KOK,330,1 
SPRITE/COCA COLA/fFANTA 2 KRAT,330,1 
TEPUNG IRUT,330,1 
BANTAL CINTA,331,1 
KOMPOR MIYAKO KG-12C,332,1 
LEMARI FAWSLINE 4 SUSUN,332,1 
BOTOL ENJOYLIFE,333,1 
RAK SEPATU PORTABLE GENEVA 6SN,334,1 
BOTOL ENJOYLIFE,334,1 
MAWAR LAUNDRY REFILL,335,1 
PRESTO HCML 9 L,335,1 
SPRITE/COCA COLA/fFANTA 2 KRAT,335,1 
SPREI MY LOVE 180 31CM,336,3 
KARTU MEMBER,337,1 
SARUNG BUSA 160x21,337,1 
TENDA 3 PINTU,338,2 
SPRITE/COCA COLA/fFANTA 2 KRAT,338,3 
PAYUNG 17 JARI,339,1 
BOTOL MINUM 751ML SL,339,1 
TEETH WHITENING,339,1 
BOTOL MINUM 751ML SL,339,1 
SPRITE/COCA COLA/fFANTA 2 KRAT,340,1 
BUSA ROYAL 120x31,340,1 
BUSA ROYAL 140x31,340,1 
CUTER TRANSPARAN,340,1 
SPRITE/COCA COLA/fFANTA 2 KRAT,341,1 
BATANG KORDEN 2M,342,1 
BATANG KORDEN 1.6M,342,1 
SAPU DUK BINTANG,343,4 
MEJA BELAJAR IMPOR KARAKTER,343,1 
JAM DINDING ANGKA,344,1 
KERANJANG PAJERO WARNA,345,8 
KERANJANG PAJERO WARNA,346,1 
AGAR-AGAR INACO 2 KG,346,1 
TEPUNG IRUT,346,1 
GILINGAN MIE GSF,346,2 
SPRITE/COCA COLA/fFANTA 2 KRAT,347,2 
KERANJANG PAJERO WARNA,348,1 
GAGANG SUPERMOP,349,3 
SPRITE/COCA COLA/fFANTA 2 KRAT,350,1 
MANTEL ELMONDO ANAK,350,1 
TIKAR ISTANA JUMBO,350,1 
PISAU STENLIS BUAH,351,2 
SPRITE/COCA COLA/fFANTA 2 KRAT,352,1 
GAGANG SUPERMOP,352,1 
KARTU MEMBER,353,1 
AGAR-AGAR INACO 2 KG,354,2 
JEMURAN POPOK 31 LION STAR,355,2 
CUTER TRANSPARAN,356,1 
BATRAI ABC SEDENG,357,1 
TIMBANGAN KUE GSF DIGITAL 4506,358,1 
CUTER TRANSPARAN,358,3 
BATU BATRAI DYNAMAX,359,1 
GELAS WILLY SET,360,1 
BATANG KORDEN 2M,360,1 
KORDEN SMOKRING,361,1 
WALLPAPER DAPUR 6M,362,1 
SPREI BONITA 180x201,363,1 
CUTER TRANSPARAN,363,1 
MASKER DUCKBIL ANAK,363,1 
TREMOS SOLARIS LION STAR,364,3 
PAYUNG LIPAT 4 DIMENSI,365,1 
RAK SEPATU PORTABLE GENEVA 6SN,365,1 
GELAS CANTEL KOPI,366,1 
BOTOL MINUM 751ML SL,367,1 
TEETH WHITENING,368,1 
JEMURAN JUMBO STENLIS,369,1 
KARTU MEMBER,369,1 
AGAR-AGAR INACO 2 KG,370,1 
SAPU CLASIC VINODA,371,1 
PEL PELAN VINODA,371,1 
CUTER TRANSPARAN,372,1 
JEMURAN ALUMINIUM STANDART WARNA,373,1 
PAYUNG 17 JARI,374,1 
PAYUNG PELANGI JUMBO,375,1 
KERANJANG PAJERO WARNA,375,1 
TOPLES 17L,376,1 
MASKER DUCKBIL ANAK,377,1 
SAPU DUK BINTANG,378,1 
SEROK JUMBO,379,1 
CANGKIR LEPEK ROSE,379,1 
PISAU SET GSF,379,1 
PANGGANGAN OMICKO BULAT,379,1 
PERASAN JERUK STENLIS,379,1 
AGAR-AGAR INACO 2 KG,379,1 
KERANJANG PAJERO WARNA,380,1 
KIPAS WELHOME BERDIRI 1682,381,1 
